# index, _pos
18822,"array([ 60.50651252, -93.23950732])"
18823,"array([ 74.11091764, 123.53946661])"
18824,"array([ 76.71871661, -24.66390154])"
18825,"array([-24.43640739,  93.45209088])"
18826,"array([ 9.10969745, 84.22421978])"
18827,"array([88.50101678, 30.18149773])"
18828,"array([120.06060841, -50.50722208])"
18829,"array([  2.69479748, 116.35689455])"
18830,"array([ 36.46023098, -88.54100002])"
18831,"array([115.37021822, 114.520898  ])"
18832,"array([-14.87586632,  74.4895364 ])"
18833,"array([130.71925537,  53.74936491])"
18834,"array([  60.99105183, -103.82380477])"
18835,"array([  66.10968211, -139.00121743])"
18836,"array([ 60.25666109, -78.02342446])"
18837,"array([ 12.51693096, -29.68183918])"
18838,"array([116.90232393,  17.67725388])"
18839,"array([65.8845028 , -9.47658415])"
18840,"array([161.0629947 , -76.57771892])"
18841,"array([ 37.33990063, -84.50880856])"
18842,"array([125.81078031,  49.5953144 ])"
18843,"array([-41.74216021, 150.32829735])"
18844,"array([18.69023965, 27.87562874])"
18845,"array([  20.61793983, -142.85022211])"
18846,"array([ 54.7330135 , -55.82560344])"
18847,"array([42.27391536, 59.09762128])"
18848,"array([99.76259306, 89.63619334])"
18849,"array([60.86450904, 77.65027351])"
18850,"array([106.66230847,  -2.44479779])"
18851,"array([ 77.72595181, 146.1391871 ])"
18852,"array([24.97232001, 43.49630895])"
18853,"array([ 15.73702873, 117.35632363])"
18854,"array([-55.3251915,  47.9565511])"
18855,"array([  7.29977179, -55.71994435])"
18856,"array([-18.98511109, -82.52543099])"
18857,"array([-31.63243605,  85.41002608])"
18858,"array([-25.51670419,  62.02568821])"
18859,"array([17.27043625, 73.28838309])"
18860,"array([-21.2629336 ,  39.51949029])"
18861,"array([-89.99837444, -38.32624986])"
18862,"array([-82.12420825,  11.83747091])"
18863,"array([125.76977373,  56.74800573])"
18864,"array([173.24714464,  40.91074853])"
18865,"array([24.47521091, 53.04855836])"
18866,"array([55.16861832, 34.18341803])"
18867,"array([-69.14827834, -17.55136196])"
18868,"array([127.7214217 , 106.65318249])"
18869,"array([ 69.28411167, 123.27240659])"
18870,"array([ 98.97546468, -56.22367518])"
18871,"array([53.40037115, 99.97701959])"
18872,"array([  -8.28504232, -107.48856575])"
18873,"array([-22.24387484,   5.57123671])"
18874,"array([91.77614428, 68.12623563])"
18875,"array([ 0.18883671, 41.84296544])"
18876,"array([78.09425249,  7.72767625])"
18877,"array([ 27.15516531, 126.39345592])"
18878,"array([80.37307538, 17.78681696])"
18879,"array([85.83119925, 42.38624846])"
18880,"array([13.79282083, -6.79988276])"
18881,"array([-17.63878687,  92.23733757])"
18882,"array([ 80.15743599, -47.72787614])"
18883,"array([104.26083967,  58.6419695 ])"
18884,"array([-88.6538055 , -75.73095712])"
18885,"array([-61.08946646, -30.02688472])"
18886,"array([-70.20404163,  54.6571941 ])"
18887,"array([ 55.97215063, -23.94555768])"
18888,"array([-3.19347716, 79.80898899])"
18889,"array([145.33041131, -36.43576108])"
18890,"array([ -1.39206982, 105.30805131])"
18891,"array([-46.95152587,  14.05428326])"
18892,"array([ 56.34498136, -75.95828593])"
18893,"array([144.33998529,  67.99764769])"
18894,"array([-5.31460279, -8.31242798])"
18895,"array([101.37786653, -59.16604531])"
18896,"array([33.90897901, 97.75083912])"
18897,"array([ -0.45490559, 114.46403352])"
18898,"array([-31.02048255, 118.37025531])"
18899,"array([ 6.10412524, 94.22368478])"
18900,"array([ 56.8240715 , 110.95943792])"
18901,"array([82.12438391, 96.98789142])"
18902,"array([138.89209816, -63.36844955])"
18903,"array([77.68206884, 45.38288871])"
18904,"array([-30.66352457, -40.82183737])"
18905,"array([66.2309339 , 59.81295245])"
18906,"array([175.23974924, -28.25691605])"
18907,"array([ 81.21514381, -19.9022556 ])"
18908,"array([72.5423536, 16.1738251])"
18909,"array([94.35753748, 21.88481499])"
18910,"array([ 50.30674228, -20.56104201])"
18911,"array([-120.01244064,  -38.05916578])"
18912,"array([  50.28603786, -110.86807025])"
18913,"array([ 79.90411271, -28.5644251 ])"
18914,"array([96.53665129, 91.88431308])"
18915,"array([119.46176206,  60.12092544])"
18916,"array([  39.59683139, -118.72147773])"
18917,"array([-39.62517842, -56.28731485])"
18918,"array([  60.99582129, -118.26175633])"
18919,"array([121.85934367, -85.15795608])"
18920,"array([ 156.98693292, -107.31971508])"
18921,"array([ 42.21247929, 163.52234874])"
18922,"array([ -34.74265805, -151.24923229])"
18923,"array([ 31.05439338, -82.47049676])"
18924,"array([ -6.71421848, 137.50848935])"
18925,"array([17.12911674, 40.54685089])"
18926,"array([-21.64715392, 118.20919075])"
18927,"array([ -27.3489311, -104.2277668])"
18928,"array([ -48.54634473, -145.16842245])"
18929,"array([167.47624472,  -3.73967352])"
18930,"array([-37.15491705, -71.89416742])"
18931,"array([ 90.62667705, -36.3144077 ])"
18932,"array([-54.43889151,  -4.62431611])"
18933,"array([-21.39146232, -62.28724205])"
18934,"array([ -7.20218328, -46.16617819])"
18935,"array([ 57.97169829, 116.37803153])"
18936,"array([-68.46328547,  49.73417931])"
18937,"array([ 70.11012383, -85.78437581])"
18938,"array([-100.6594783,   53.7683228])"
18939,"array([ 74.63641652, 140.73451764])"
18940,"array([ 16.46504449, -16.98295947])"
18941,"array([ -9.00277953, -33.12809851])"
18942,"array([-25.25264897, 140.67249755])"
18943,"array([14.62856769, 16.71623117])"
18944,"array([ 55.32794412, -20.21832527])"
18945,"array([ 10.39349279, 158.37342151])"
18946,"array([-51.59584743,  65.75268801])"
18947,"array([  6.11523043, 104.98881719])"
18948,"array([-31.94487809,  11.43211612])"
18949,"array([47.28725192, 52.18147569])"
18950,"array([-77.15254339,  -5.45612041])"
18951,"array([ 8.24805414, 70.46617361])"
18952,"array([-76.33840193,  33.95633106])"
18953,"array([ 3.28626733, 66.62016379])"
18954,"array([37.03181081, 42.20113599])"
18955,"array([109.29585293, -19.2350405 ])"
18956,"array([ 47.6170183 , -97.67765919])"
18957,"array([-33.13050375,  60.59736401])"
18958,"array([ -4.30582263, -26.4178766 ])"
18959,"array([105.65690097, -30.21815531])"
18960,"array([7.06770356, 0.72515379])"
18961,"array([138.76712594,  23.32087734])"
18962,"array([81.58058614, 72.42639148])"
18963,"array([  -0.90036119, -129.833046  ])"
18964,"array([ 22.17260613, -86.1636251 ])"
18965,"array([103.4569606 ,  88.02474408])"
18966,"array([ 57.97307558, -92.3679038 ])"
18967,"array([  86.26338133, -105.15966451])"
18968,"array([ -28.78626721, -107.3458975 ])"
18969,"array([ -72.86230206, -160.2071086 ])"
18970,"array([  79.79509283, -139.67082901])"
18971,"array([-57.22659124, -33.76723089])"
18972,"array([ 58.84398395, -63.78285981])"
18973,"array([-100.02672781,  -30.64118823])"
18974,"array([107.39757075, -24.29865417])"
18975,"array([ 75.56477345, 157.00317853])"
18976,"array([142.45899595, 181.46553155])"
18977,"array([-81.25924893,  28.5471255 ])"
18978,"array([116.09183874,  31.54560654])"
18979,"array([ 27.1303946, -40.2017584])"
18980,"array([-85.58281655,  57.64512652])"
18981,"array([ 13.24902052, -67.66015335])"
18982,"array([-48.42145092,  26.59060806])"
18983,"array([-50.74036109,  75.16826008])"
18984,"array([-14.7933893 ,  62.36997917])"
18985,"array([ 7.96359439, 50.43724   ])"
18986,"array([-83.02178956, -93.83250284])"
18987,"array([103.23920073, 132.62609476])"
18988,"array([56.12742088,  9.35920456])"
18989,"array([143.99334204,  25.18194233])"
18990,"array([61.7251918 , 40.26587258])"
18991,"array([82.729111  , 25.91841579])"
18992,"array([  30.86424728, -118.37614518])"
18993,"array([17.12856944, 23.07805606])"
18994,"array([-42.38191738, -12.49499196])"
18995,"array([ 32.28138173, -23.33076297])"
18996,"array([-78.34105889,  92.28050954])"
18997,"array([-11.46521545, -10.97723422])"
18998,"array([-4.80255572, 87.0100374 ])"
18999,"array([31.878786 , 99.5029233])"
19000,"array([168.69198308, -20.11335845])"
19001,"array([-93.06372614, -10.27694455])"
19002,"array([41.14748308, 10.14878775])"
19003,"array([  5.21680349, -88.32002015])"
19004,"array([-14.45608825,  81.79131589])"
19005,"array([-113.16228794,  -48.87968596])"
19006,"array([-52.11235869, -14.92580099])"
19007,"array([133.92406532,  -8.79712683])"
19008,"array([18.06872501, 83.40109512])"
19009,"array([-52.49726893,  64.62282535])"
19010,"array([100.64929518,  91.3056158 ])"
19011,"array([ 8.42544836, 40.207801  ])"
19012,"array([-22.26838565, -24.46396556])"
19013,"array([-29.69473674,  -3.2624206 ])"
19014,"array([153.70126409,  56.32065182])"
19015,"array([77.04016586, 42.95900651])"
19016,"array([-59.100453  ,  -1.60875615])"
19017,"array([-5.16625206,  0.18628326])"
19018,"array([10.82117071, 76.79116904])"
19019,"array([3.00449035, 9.62964337])"
19020,"array([-84.52671131,  78.04568335])"
19021,"array([144.46902891, 182.83936024])"
19022,"array([ 31.25776472, 104.48521019])"
19023,"array([12.61603072, 84.6446151 ])"
19024,"array([107.82454131,  90.54855084])"
19025,"array([96.62260798, 30.60287637])"
19026,"array([ 66.88145493, -49.96610905])"
19027,"array([ 59.16883476, 130.74024355])"
19028,"array([-62.18872513, -16.90178897])"
19029,"array([68.87588018, 27.66830924])"
19030,"array([-64.80123932, -60.00189938])"
19031,"array([  8.07075478, -34.6319191 ])"
19032,"array([ -8.90474035, -20.49070128])"
19033,"array([ 80.67977534, -15.17169259])"
19034,"array([-60.25386951,  73.56372301])"
19035,"array([-24.64714828, -81.82586326])"
19036,"array([ 78.10410844, -92.35320613])"
19037,"array([33.19142806, 36.24327662])"
19038,"array([-72.70600011,  66.37405339])"
19039,"array([39.4234608 , 50.46809641])"
19040,"array([132.59590086, -55.85333115])"
19041,"array([94.67505455, 85.83046048])"
19042,"array([120.69981329, 121.90495132])"
19043,"array([-38.91589619,  65.68008565])"
19044,"array([16.19633084, 19.42310635])"
19045,"array([-68.73854161,  68.62853327])"
19046,"array([-18.41338633, 115.73353764])"
19047,"array([   2.79736376, -145.34999675])"
19048,"array([  51.6051807 , -131.40546195])"
19049,"array([ -6.53174179, -53.38656295])"
19050,"array([-44.10714214, -34.69539985])"
19051,"array([ 59.21134646, -57.71426173])"
19052,"array([130.87936675, -67.82265342])"
19053,"array([ 84.13937195, -95.10958643])"
19054,"array([110.15168111, -67.72448033])"
19055,"array([-65.81847755, -35.09557712])"
19056,"array([-22.19595707,   0.0424372 ])"
19057,"array([  9.93422702, -26.33754813])"
19058,"array([85.02005764,  8.12664433])"
19059,"array([154.98102129, -88.87828105])"
19060,"array([ 42.91305475, -25.96377747])"
19061,"array([-57.77314774, -16.85440827])"
19062,"array([-14.60699025,   0.0897741 ])"
19063,"array([31.76349845, 93.94411568])"
19064,"array([156.74577251, -75.90795338])"
19065,"array([67.89348106, 34.83804973])"
19066,"array([ 16.00291425, 159.07020981])"
19067,"array([  0.64947929, 140.96332056])"
19068,"array([132.03322033,   0.65577014])"
19069,"array([ 85.1557213 , -13.48139242])"
19070,"array([79.74230203, -8.53250575])"
19071,"array([43.23999454, 10.8737593 ])"
19072,"array([28.09416282, 67.33177291])"
19073,"array([ 23.58987854, 146.06291948])"
19074,"array([-38.93548581, -72.47462567])"
19075,"array([ -7.54128536, 100.6845572 ])"
19076,"array([ 73.61023483, -88.62034129])"
19077,"array([102.19050477,  85.91092988])"
19078,"array([48.13639878, -7.17300875])"
19079,"array([ 91.61170001, -98.0568011 ])"
19080,"array([101.58921234,  29.39252628])"
19081,"array([ 56.00827335, -45.74768723])"
19082,"array([-19.70568816,  12.93249239])"
19083,"array([171.92169983, -33.16259429])"
19084,"array([ 7.01576074, 73.3331194 ])"
19085,"array([-87.46051556, -59.68749171])"
19086,"array([-44.73590428, 146.30212302])"
19087,"array([-58.99324386,  74.05381981])"
19088,"array([  3.37126137, -19.53219523])"
19089,"array([61.84728948, 24.69490413])"
19090,"array([-29.87353715, 114.55922913])"
19091,"array([-31.74657853,  60.31495533])"
19092,"array([-16.65260507,   9.13790113])"
19093,"array([58.08236178, 97.17007744])"
19094,"array([ 67.42531179, -89.55734935])"
19095,"array([ 25.83332249, -98.99677147])"
19096,"array([80.1394293 , 18.90165032])"
19097,"array([  85.81717   , -110.71296684])"
19098,"array([-42.66310522, -63.46638279])"
19099,"array([  62.75552878, -115.63913923])"
19100,"array([ 30.2397159 , -65.82809778])"
19101,"array([-44.96080081, -71.02124531])"
19102,"array([44.21090858, 61.8349558 ])"
19103,"array([ 47.19103987, 147.11302589])"
19104,"array([ 44.18641561, 109.78500179])"
19105,"array([ 76.80456571, 108.57097201])"
19106,"array([149.46280602, -66.60684766])"
19107,"array([ 94.21554097, 145.71072231])"
19108,"array([-68.09751927,  17.95496225])"
19109,"array([ 9.16110869, 49.45181628])"
19110,"array([ 54.26391763, -17.04637156])"
19111,"array([-41.3232269 ,  22.14267652])"
19112,"array([-104.05363511,  -45.01168139])"
19113,"array([ 56.40940764, 163.33667637])"
19114,"array([100.03064071, -92.53523835])"
19115,"array([ 2.55601664, 52.94003533])"
19116,"array([-72.32996918, -94.08653403])"
19117,"array([ 23.92415064, 113.62773461])"
19118,"array([ -2.66050082, -38.81343689])"
19119,"array([ 4.55123279, 74.57386076])"
19120,"array([ 51.34545822, 114.25845549])"
19121,"array([ 16.46490971, 114.42297554])"
19122,"array([134.96705053, -44.2686675 ])"
19123,"array([ 49.66007048, 134.14111901])"
19124,"array([ 14.43275532, -77.55986568])"
19125,"array([-39.71309381, 116.50229189])"
19126,"array([ 73.49834108, -66.93357647])"
19127,"array([ 23.30354345, -66.14517624])"
19128,"array([-92.71058951,  44.60428193])"
19129,"array([113.03193746, 102.66206153])"
19130,"array([ 57.4496916 , -50.31195968])"
19131,"array([  10.48821368, -144.95804424])"
19132,"array([-63.31704401, -60.49508601])"
19133,"array([-31.68743201, -57.49889176])"
19134,"array([-8.84039758, 42.39718628])"
19135,"array([159.95456277, 227.65942643])"
19136,"array([97.73355238, 13.3976708 ])"
19137,"array([-81.74880309,  60.94099397])"
19138,"array([-27.41140446,  23.75665046])"
19139,"array([-14.54335887, 111.74454259])"
19140,"array([ 43.44498059, -89.32451933])"
19141,"array([ 40.13472915, -48.51333712])"
19142,"array([ 22.68183324, -52.42302052])"
19143,"array([33.91596173, 96.35727923])"
19144,"array([-28.94163004, -19.27472475])"
19145,"array([-63.6539207,  15.6860168])"
19146,"array([103.73082875, -41.20794666])"
19147,"array([  35.46525453, -101.54491542])"
19148,"array([ 29.74267439, 102.63322375])"
19149,"array([102.72101893, 126.4329012 ])"
19150,"array([-25.23550958,  12.08160282])"
19151,"array([-89.37242892,  86.35059769])"
19152,"array([-16.62856394, -69.89640591])"
19153,"array([84.84331658, -4.46904438])"
19154,"array([ 50.04548032, -25.10992514])"
19155,"array([115.80947626,  75.42114382])"
19156,"array([ 1.20249519, 90.73931051])"
19157,"array([-33.2054899 ,  86.99965761])"
19158,"array([107.78610302, -13.50846453])"
19159,"array([-23.66040407, -41.25865172])"
19160,"array([-9.83082047, 41.41455069])"
19161,"array([ 71.17038642, 144.73840715])"
19162,"array([-37.59519714,  39.49244096])"
19163,"array([ 58.35789944, -62.52524505])"
19164,"array([ 24.26398719, 131.92655609])"
19165,"array([ 6.47168389, 60.56143072])"
19166,"array([35.73702068, 60.4181821 ])"
19167,"array([-13.34835584, -95.53361451])"
19168,"array([-84.62385244, -68.48950823])"
19169,"array([-14.34930292, 141.58425332])"
19170,"array([15.31676076, 78.20715972])"
19171,"array([140.52360969,   2.70320737])"
19172,"array([ 95.57885995, -24.87603163])"
19173,"array([-41.01697081,  67.83608792])"
19174,"array([-58.85316739, -91.17853286])"
19175,"array([ -20.06594068, -115.71848836])"
19176,"array([-0.53168457, 72.68552536])"
19177,"array([124.81039464, -40.61600544])"
19178,"array([ 93.18320487, -54.5948558 ])"
19179,"array([-45.85415095,  -4.86923121])"
19180,"array([ 45.01128425, 123.40204394])"
19181,"array([30.74929939, 58.86872478])"
19182,"array([16.16171082, 18.03092037])"
19183,"array([  24.03847878, -148.50918909])"
19184,"array([  7.99715833, -33.49651833])"
19185,"array([-25.45829054,  58.27726348])"
19186,"array([ 58.73231827, -61.24190155])"
19187,"array([-10.77033195, -25.48329213])"
19188,"array([118.38355181,   9.86442252])"
19189,"array([  7.79418298, -25.24626485])"
19190,"array([89.96017523, 83.29176851])"
19191,"array([ -3.25225361, -87.04535516])"
19192,"array([-70.85288714,  99.59803593])"
19193,"array([ 7.57683488, 96.42653855])"
19194,"array([119.91323886, -62.23317047])"
19195,"array([ -41.9298425 , -128.31064115])"
19196,"array([120.46916292, -13.66596947])"
19197,"array([30.8565318 , 66.51076185])"
19198,"array([ 67.97678442, 123.43427508])"
19199,"array([31.54828829, 90.58771905])"
19200,"array([49.19278036, -2.97314548])"
19201,"array([-12.88105686,  63.95597511])"
